;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133
1;1483081;-4336.0;-14500.0;-4901.0;300.0;4985.1;8430.65;35040.9;25526.0;29055.65;0.0;0.0;0.0;1102799.0;1006080.5;880010.2;1102799.0;1006080.5;880010.2;10;12;12;1.0;1.0;1.0;48.0;-1.0;-1.0;-1;1;-1;-1;-1;-1;-1.0;126.0;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1
2;9973265;-1407.91;-19634.0;-510.0;1803.29;19142.15;500.0;502.86;11.01;1.01;0.0;0.0;0.0;4139.21;39093.86;530.3;4139.21;39093.86;530.3;5;11;3;1.0;1.0;1.0;43.0;-1.0;-1.0;-1;-1;1;-1;-1;-1;-1.0;9.0;-1;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;51.99;51.99;51.99;0.0;0.0;0.0;1559.7;1611.69;1559.7;1559.7;1611.69;1559.7;1.0;0.0;0.0;1.0;1.0;1.0;1
3;9035101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1.0;1.0;1.0;43.0;-1.0;-1.0;-1;-1;-1;-1;-1;1;-1.0;20.0;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;-1337.34;0.0;-2500.0;187.34;5000.0;5000.0;40000.0;45000.0;47500.0;0.0;0.0;0.0;1234447.92;1395000.0;1307500.0;1234447.92;1395000.0;1307500.0;3.0;1.0;2.0;1.0;1.0;1.0;1
4;6897467;-3409.39;-3476.0;-4050.0;2954.0;3558.0;4004.0;26.18;108.18;62.18;0.0;0.0;0.0;23789.52;15193.58;5094.4;23789.52;15193.58;5094.4;13;11;9;1.0;1.0;1.0;63.0;-1.0;-1.0;-1;-1;-1;-1;1;-1;-1.0;11.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;0.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1
5;8268662;-5291.44;-12483.0;-6243.0;8584.47;11360.47;7104.47;2278.55;1156.02;2017.49;-40468.72;-40838.92;-42193.56;23233.4;13966.14;18879.92;-17235.32;-26872.78;-23313.64;22;37;23;0.2666666666666666;0.2258064516129032;0.2666666666666666;30.0;-1.0;-1.0;-1;-1;-1;-1;-1;1;-1.0;8.0;-1;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;-557.0;0.0;100.03;500.0;0.0;107.6;50.6;50.6;0.0;0.0;0.0;928.0;2410.6;1518.0;928.0;2410.6;1518.0;2.0;3.0;0.0;1.0;1.0;1.0;1
6;4602318;-3000.0;-4000.0;-3170.0;3202.0;3272.5;3280.0;1041.79;314.29;424.29;0.0;0.0;0.0;30849.7;29742.99;12678.7;30849.7;29742.99;12678.7;3;3;3;1.0;1.0;1.0;58.0;-1.0;-1.0;-1;-1;1;-1;-1;-1;-1.0;31.0;-1;-1;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2788.41;3000.0;2000.0;82715.27;85715.27;87715.27;0.0;0.0;0.0;2476458.1;2645173.37;2627458.1;2476458.1;2645173.37;2627458.1;2.0;1.0;1.0;1.0;1.0;1.0;1
7;483379;-11000.0;-11063.25;-6000.0;6506.86;9982.66;6215.56;94650.13;93569.54;93785.1;0.0;0.0;0.0;2892980.52;2918382.2;2787457.36;2892980.52;2918382.2;2787457.36;9;13;7;1.0;1.0;1.0;52.0;-1.0;-1.0;-1;-1;-1;-1;-1;1;-1.0;26.0;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;-1;-1;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1
8;7912617;-6892.31;-7220.0;-7900.0;7022.09;7090.09;7955.09;130.42;0.51;55.6;-74.69;0.0;0.0;2891.88;1078.92;2576.38;2817.19;1078.92;2576.38;17;15;13;0.7666666666666667;1.0;1.0;28.0;-1.0;-1.0;-1;-1;-1;-1;-1;1;-1.0;9.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1
9;4852138;-8653.87;-7055.25;-5634.25;8854.7;7652.5;4974.3;1762.46;2359.71;1699.76;0.0;0.0;0.0;18002.91;21144.51;47484.65;18002.91;21144.51;47484.65;21;24;13;1.0;1.0;1.0;37.0;-1.0;-1.0;-1;-1;-1;-1;-1;1;-1.0;14.0;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;0.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-500.0;-2100.0;0.0;2008.23;0.0;0.0;3516.79;1416.79;1416.79;0.0;0.0;0.0;51503.7;75620.49;42503.7;51503.7;75620.49;42503.7;3.0;6.0;0.0;1.0;1.0;1.0;1
10;9058111;-8713.25;-8030.73;-7789.24;8710.61;7891.61;7919.61;85.06;-54.06;76.31;0.0;-270.3;-162.18;26073.99;14037.57;5026.22;26073.99;13767.27;4864.04;21;16;16;1.0;0.8387096774193549;0.9;29.0;-1.0;-1.0;-1;-1;-1;-1;-1;1;-1.0;7.0;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;-1;-1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;-1750.0;-8200.0;-1350.0;7275.75;5700.0;5400.0;85119.59;82619.59;86669.59;0.0;0.0;0.0;2425187.7;2549507.29;2493237.7;2425187.7;2549507.29;2493237.7;7.0;9.0;5.0;1.0;1.0;1.0;1
